sp,x,y
sp4,-66.5930555,1.8758334
sp4,-68.15227,1.470419
sp4,-63.374591,0.901657
sp4,-67.333333,0.083333
sp4,-55.75,2.333333
sp4,-67.866667,3.8
sp4,-67.16,2.12
sp4,-72.33556,3.25919
sp4,-67.67,3.86
sp4,-70.34411,0.59178
sp4,-70.5,1.33
sp4,-68.783,5.857528
sp4,-67.57,3.74
sp4,-67.43,3.5
sp4,-67.43,3.49
sp4,-66.45,3.95
sp4,-66.83,3.67
sp4,-67.05,1.93
sp4,-66.38,5.92
sp4,-67.12,2.62
sp4,-67.82,4.33
sp4,-67.683333,3.966667
sp4,-66.666667,3.5
sp4,-67.383333,3.683333
sp4,-66.593056,1.875833
